#motif_id	motif_name	motif_description	source_name	source_version	gene_name	motif_similarity_qvalue	similar_motif_id	similar_motif_description	orthologous_identity	orthologous_gene_name	orthologous_species	description
._PGSC0003DMG400003357	._PGSC0003DMG400003357	PGSC0003DMG400003357	CIS_BP	1.1	PGSC0003DMG400003357	0	None	None	1	ABF1	None	BAF1_ABF1
M12130_3.00_PGSC0003DMG400001377	M12130_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12131_3.00_PGSC0003DMG400001377	M12131_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12132_3.00_PGSC0003DMG400001377	M12132_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12133_3.00_PGSC0003DMG400001377	M12133_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12134_3.00_PGSC0003DMG400001377	M12134_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12135_3.00_PGSC0003DMG400001377	M12135_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12136_3.00_PGSC0003DMG400001377	M12136_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12137_3.00_PGSC0003DMG400001377	M12137_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12138_3.00_PGSC0003DMG400001377	M12138_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12139_3.00_PGSC0003DMG400001377	M12139_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12140_3.00_PGSC0003DMG400001377	M12140_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12141_3.00_PGSC0003DMG400001377	M12141_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12142_3.00_PGSC0003DMG400001377	M12142_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12143_3.00_PGSC0003DMG400001377	M12143_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12144_3.00_PGSC0003DMG400001377	M12144_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12145_3.00_PGSC0003DMG400001377	M12145_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12146_3.00_PGSC0003DMG400001377	M12146_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12147_3.00_PGSC0003DMG400001377	M12147_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12148_3.00_PGSC0003DMG400001377	M12148_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12151_3.00_PGSC0003DMG400001377	M12151_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12152_3.00_PGSC0003DMG400001377	M12152_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M12153_3.00_PGSC0003DMG400001377	M12153_3.00_PGSC0003DMG400001377	PGSC0003DMG400001377	CIS_BP	1.1	PGSC0003DMG400001377	0	None	None	1	MADS box	None	SRF-TF
M07389_3.00_PGSC0003DMG400001378	M07389_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M07390_3.00_PGSC0003DMG400001378	M07390_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M07391_3.00_PGSC0003DMG400001378	M07391_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M07394_3.00_PGSC0003DMG400001378	M07394_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M07397_3.00_PGSC0003DMG400001378	M07397_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M07398_3.00_PGSC0003DMG400001378	M07398_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12023_3.00_PGSC0003DMG400001378	M12023_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12025_3.00_PGSC0003DMG400001378	M12025_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12028_3.00_PGSC0003DMG400001378	M12028_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12031_3.00_PGSC0003DMG400001378	M12031_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12032_3.00_PGSC0003DMG400001378	M12032_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12033_3.00_PGSC0003DMG400001378	M12033_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12037_3.00_PGSC0003DMG400001378	M12037_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12038_3.00_PGSC0003DMG400001378	M12038_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12039_3.00_PGSC0003DMG400001378	M12039_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12043_3.00_PGSC0003DMG400001378	M12043_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12044_3.00_PGSC0003DMG400001378	M12044_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12046_3.00_PGSC0003DMG400001378	M12046_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12047_3.00_PGSC0003DMG400001378	M12047_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12048_3.00_PGSC0003DMG400001378	M12048_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12049_3.00_PGSC0003DMG400001378	M12049_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12050_3.00_PGSC0003DMG400001378	M12050_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12051_3.00_PGSC0003DMG400001378	M12051_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12052_3.00_PGSC0003DMG400001378	M12052_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12053_3.00_PGSC0003DMG400001378	M12053_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12083_3.00_PGSC0003DMG400001378	M12083_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12084_3.00_PGSC0003DMG400001378	M12084_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12085_3.00_PGSC0003DMG400001378	M12085_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12086_3.00_PGSC0003DMG400001378	M12086_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12087_3.00_PGSC0003DMG400001378	M12087_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12088_3.00_PGSC0003DMG400001378	M12088_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12089_3.00_PGSC0003DMG400001378	M12089_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12090_3.00_PGSC0003DMG400001378	M12090_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12091_3.00_PGSC0003DMG400001378	M12091_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12092_3.00_PGSC0003DMG400001378	M12092_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12093_3.00_PGSC0003DMG400001378	M12093_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12095_3.00_PGSC0003DMG400001378	M12095_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12096_3.00_PGSC0003DMG400001378	M12096_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12098_3.00_PGSC0003DMG400001378	M12098_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12099_3.00_PGSC0003DMG400001378	M12099_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12100_3.00_PGSC0003DMG400001378	M12100_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12101_3.00_PGSC0003DMG400001378	M12101_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12102_3.00_PGSC0003DMG400001378	M12102_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12104_3.00_PGSC0003DMG400001378	M12104_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12106_3.00_PGSC0003DMG400001378	M12106_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12107_3.00_PGSC0003DMG400001378	M12107_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12108_3.00_PGSC0003DMG400001378	M12108_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12109_3.00_PGSC0003DMG400001378	M12109_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12110_3.00_PGSC0003DMG400001378	M12110_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12111_3.00_PGSC0003DMG400001378	M12111_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12116_3.00_PGSC0003DMG400001378	M12116_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12117_3.00_PGSC0003DMG400001378	M12117_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12118_3.00_PGSC0003DMG400001378	M12118_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12120_3.00_PGSC0003DMG400001378	M12120_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12122_3.00_PGSC0003DMG400001378	M12122_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12123_3.00_PGSC0003DMG400001378	M12123_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12125_3.00_PGSC0003DMG400001378	M12125_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12126_3.00_PGSC0003DMG400001378	M12126_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12128_3.00_PGSC0003DMG400001378	M12128_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12129_3.00_PGSC0003DMG400001378	M12129_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12130_3.00_PGSC0003DMG400001378	M12130_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12131_3.00_PGSC0003DMG400001378	M12131_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12132_3.00_PGSC0003DMG400001378	M12132_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12134_3.00_PGSC0003DMG400001378	M12134_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12136_3.00_PGSC0003DMG400001378	M12136_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12137_3.00_PGSC0003DMG400001378	M12137_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12138_3.00_PGSC0003DMG400001378	M12138_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12139_3.00_PGSC0003DMG400001378	M12139_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12140_3.00_PGSC0003DMG400001378	M12140_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12141_3.00_PGSC0003DMG400001378	M12141_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12142_3.00_PGSC0003DMG400001378	M12142_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12143_3.00_PGSC0003DMG400001378	M12143_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12144_3.00_PGSC0003DMG400001378	M12144_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12145_3.00_PGSC0003DMG400001378	M12145_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12146_3.00_PGSC0003DMG400001378	M12146_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12147_3.00_PGSC0003DMG400001378	M12147_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12148_3.00_PGSC0003DMG400001378	M12148_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12151_3.00_PGSC0003DMG400001378	M12151_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12152_3.00_PGSC0003DMG400001378	M12152_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M12153_3.00_PGSC0003DMG400001378	M12153_3.00_PGSC0003DMG400001378	PGSC0003DMG400001378	CIS_BP	1.1	PGSC0003DMG400001378	0	None	None	1	MADS box	None	SRF-TF
M07391_3.00_PGSC0003DMG400001938	M07391_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M07392_3.00_PGSC0003DMG400001938	M07392_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M07393_3.00_PGSC0003DMG400001938	M07393_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M07394_3.00_PGSC0003DMG400001938	M07394_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M07397_3.00_PGSC0003DMG400001938	M07397_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M07398_3.00_PGSC0003DMG400001938	M07398_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M07400_3.00_PGSC0003DMG400001938	M07400_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12025_3.00_PGSC0003DMG400001938	M12025_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12028_3.00_PGSC0003DMG400001938	M12028_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12031_3.00_PGSC0003DMG400001938	M12031_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12032_3.00_PGSC0003DMG400001938	M12032_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12033_3.00_PGSC0003DMG400001938	M12033_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12037_3.00_PGSC0003DMG400001938	M12037_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12038_3.00_PGSC0003DMG400001938	M12038_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12039_3.00_PGSC0003DMG400001938	M12039_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12043_3.00_PGSC0003DMG400001938	M12043_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12044_3.00_PGSC0003DMG400001938	M12044_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12046_3.00_PGSC0003DMG400001938	M12046_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12047_3.00_PGSC0003DMG400001938	M12047_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12048_3.00_PGSC0003DMG400001938	M12048_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12049_3.00_PGSC0003DMG400001938	M12049_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12050_3.00_PGSC0003DMG400001938	M12050_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12051_3.00_PGSC0003DMG400001938	M12051_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12052_3.00_PGSC0003DMG400001938	M12052_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12053_3.00_PGSC0003DMG400001938	M12053_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12083_3.00_PGSC0003DMG400001938	M12083_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12084_3.00_PGSC0003DMG400001938	M12084_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12086_3.00_PGSC0003DMG400001938	M12086_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12087_3.00_PGSC0003DMG400001938	M12087_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12088_3.00_PGSC0003DMG400001938	M12088_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12090_3.00_PGSC0003DMG400001938	M12090_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12091_3.00_PGSC0003DMG400001938	M12091_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12092_3.00_PGSC0003DMG400001938	M12092_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
M12093_3.00_PGSC0003DMG400001938	M12093_3.00_PGSC0003DMG400001938	PGSC0003DMG400001938	CIS_BP	1.1	PGSC0003DMG400001938	0	None	None	1	MADS box	None	SRF-TF
